Number,Start date,Start station number,Start station,End date,End station number,End station,Bike number,Bike model,Total duration,Total duration (ms)
132825690,8/1/2023 5:28,300065,"Clapham Common North Side, Clapham Common",8/1/2023 6:17,200066,"Import Dock, Canary Wharf",55397,CLASSIC,49m 1s,2941435
132825691,8/1/2023 5:29,200252,"Bow Church Station, Bow",8/1/2023 5:39,200073,"Cephas Street, Bethnal Green",52269,CLASSIC,10m 10s,610083
132825692,8/1/2023 5:29,300209,"Albert Square, Stockwell",8/1/2023 5:37,2666,"Howick Place, Westminster",60132,PBSC_EBIKE,7m 55s,475098
132825693,8/1/2023 5:29,300039,"Wendon Street, Old Ford",8/1/2023 5:59,982,"Holborn Circus, Holborn",58548,CLASSIC,29m 16s,1756306
132825694,8/1/2023 5:30,200175,"Wandsworth Rd, Isley Court, Wandsworth Road",8/1/2023 6:56,200179,"Silverthorne Road, Battersea",50489,CLASSIC,1h 25m 39s,5139648
132825695,8/1/2023 5:30,300028,"Everington Street, Fulham",8/1/2023 5:33,200097,"Beryl Road, Hammersmith",57132,CLASSIC,2m 50s,170735
132825696,8/1/2023 5:31,300212,"Birkenhead Street, King's Cross",8/1/2023 5:38,1066,"Calshot Street , King's Cross",58355,CLASSIC,7m 0s,420265
132825699,8/1/2023 5:32,200145,"Gloucester Avenue, Camden Town",8/1/2023 5:39,3424,"Broadcasting House, Marylebone",56819,CLASSIC,7m 28s,448522
132825700,8/1/2023 5:32,1069,"Eaton Square, Belgravia",8/1/2023 5:43,2633,"Palace Gardens Terrace, Notting Hill",58179,CLASSIC,11m 31s,691206
132825701,8/1/2023 5:32,300020,"West Kensington Station, West Kensington",8/1/2023 5:55,300094,"Plough Terrace, Clapham Junction",52853,CLASSIC,23m 21s,1401795
132825697,8/1/2023 5:32,300075,"Upcerne Road, West Chelsea",8/1/2023 5:39,1218,"Flood Street, Chelsea",40077,CLASSIC,7m 34s,454997
132825698,8/1/2023 5:32,3460,"Warwick Square, Pimlico",8/1/2023 5:52,2587,"Wormwood Street, Liverpool Street",55143,CLASSIC,20m 36s,1236903
132825702,8/1/2023 5:34,200173,"Courland Grove, Wandsworth Road",8/1/2023 5:44,200048,"Page Street, Westminster",58422,CLASSIC,10m 23s,623567
132825703,8/1/2023 5:34,200073,"Cephas Street, Bethnal Green",8/1/2023 5:35,200250,"Cleveland Way, Stepney",59997,CLASSIC,1m 35s,95714
132825704,8/1/2023 5:34,22177,"Christian Street, Whitechapel",8/1/2023 5:51,200163,"Jubilee Plaza, Canary Wharf",58458,CLASSIC,17m 27s,1047089
132825705,8/1/2023 5:34,200207,"Hartington Road, Stockwell",8/1/2023 5:44,200048,"Page Street, Westminster",59965,CLASSIC,10m 21s,621153
132825707,8/1/2023 5:34,3502,"Palissy Street, Shoreditch",8/1/2023 5:50,1007,"Drury Lane, Covent Garden",56167,CLASSIC,15m 22s,922602
132825708,8/1/2023 5:34,2641,"New North Road 2, Hoxton",8/1/2023 5:40,1092,"Moorfields, Moorgate",56896,CLASSIC,5m 35s,335917
132825709,8/1/2023 5:34,1070,"Bricklayers Arms, Borough",8/1/2023 5:47,1201,"Bank of England Museum, Bank",52246,CLASSIC,12m 4s,724736
132825712,8/1/2023 5:35,1118,"Hampton Street, Walworth",8/1/2023 5:40,1209,"Empire Square, The Borough",59852,CLASSIC,4m 44s,284282
132825710,8/1/2023 5:35,200083,"Pritchard's Road, Bethnal Green",8/1/2023 5:51,300083,"Duke Street Hill, London Bridge",50570,CLASSIC,16m 18s,978188
132825711,8/1/2023 5:35,1095,"LSBU (Borough Road), Elephant & Castle",8/1/2023 5:42,1028,"William IV Street, Strand",40915,CLASSIC,7m 38s,458382
132825713,8/1/2023 5:36,300225,"Normandy Road, Stockwell",8/1/2023 5:56,2669,"Charlotte Street, Fitzrovia",60372,PBSC_EBIKE,19m 46s,1186869
132825714,8/1/2023 5:36,1000,"Vauxhall Cross, Vauxhall",8/1/2023 5:45,1095,"LSBU (Borough Road), Elephant & Castle",14585,CLASSIC,9m 17s,557462
132825715,8/1/2023 5:36,200123,"Burdett Road, Mile End",8/1/2023 5:43,200066,"Import Dock, Canary Wharf",42237,CLASSIC,6m 48s,408072
132825716,8/1/2023 5:36,200002,"Jubilee Street, Stepney",8/1/2023 5:46,200025,"London Fields, Hackney Central",60562,PBSC_EBIKE,10m 2s,602071
132825717,8/1/2023 5:37,1005,"Eversholt Street , Camden Town",8/1/2023 5:44,988,"Great Russell Street, Bloomsbury",56278,CLASSIC,7m 9s,429808
132825718,8/1/2023 5:37,300038,"Star Road, West Kensington",8/1/2023 5:49,1206,"Montpelier Street, Knightsbridge",59215,CLASSIC,12m 1s,721744
132825719,8/1/2023 5:37,1132,"Albert Gate, Hyde Park",8/1/2023 5:50,200206,"Chicheley Street, South Bank",60356,PBSC_EBIKE,13m 8s,788180
132825721,8/1/2023 5:38,3477,"Porchester Place, Paddington",8/1/2023 5:51,1202,"Wellington Street , Strand",55776,CLASSIC,13m 3s,783524
132825722,8/1/2023 5:38,1046,"Vauxhall Bridge , Pimlico",8/1/2023 6:00,300018,"Charing Cross Hospital, Hammersmith",60586,PBSC_EBIKE,21m 55s,1315446
132825723,8/1/2023 5:38,3492,"Putney Pier, Wandsworth",8/1/2023 5:46,200113,"Smugglers Way, Wandsworth",57940,CLASSIC,8m 44s,524975
132825725,8/1/2023 5:38,1083,"Commercial Street, Shoreditch",8/1/2023 5:49,200212,"Blackfriars Station, St. Paul's",12288,CLASSIC,10m 47s,647927
132825726,8/1/2023 5:38,1083,"Commercial Street, Shoreditch",8/1/2023 5:49,200212,"Blackfriars Station, St. Paul's",21525,CLASSIC,10m 50s,650168
132825727,8/1/2023 5:38,1066,"Calshot Street , King's Cross",8/1/2023 5:49,300235,"York Way, Kings Cross",60539,PBSC_EBIKE,10m 45s,645063
132825728,8/1/2023 5:38,200179,"Silverthorne Road, Battersea",8/1/2023 5:48,1196,"Vincent Square, Westminster",58183,CLASSIC,9m 33s,573506
132825731,8/1/2023 5:39,200014,"Gunmakers Lane, Old Ford",8/1/2023 5:44,200230,"Maplin Street, Mile End",58338,CLASSIC,5m 43s,343429
132825732,8/1/2023 5:39,200034,"Wapping Lane, Wapping",8/1/2023 5:44,200049,"St. Katharine's Way, Tower",57974,CLASSIC,4m 30s,270156
132825729,8/1/2023 5:39,1007,"Drury Lane, Covent Garden",8/1/2023 5:44,1197,"Sackville Street, Mayfair",23003,CLASSIC,5m 20s,320096
132825730,8/1/2023 5:39,300011,"Victoria Park Road, Hackney Central",8/1/2023 5:57,1142,"Tooley Street, Bermondsey",54483,CLASSIC,17m 55s,1075839
132825734,8/1/2023 5:40,1205,"Black Prince Road, Vauxhall",8/1/2023 5:52,200240,"Ferndale Road, Brixton",59902,CLASSIC,12m 1s,721763
132825735,8/1/2023 5:40,1187,"St. John's Wood Road, St. John's Wood",8/1/2023 5:44,1055,"Wellington Road, St. John's Wood",56928,CLASSIC,4m 11s,251159
132825737,8/1/2023 5:40,1227,"Devonshire Terrace, Bayswater",8/1/2023 5:52,200096,"Green Park Station, Mayfair",51202,CLASSIC,11m 30s,690128
132825738,8/1/2023 5:40,1227,"Devonshire Terrace, Bayswater",8/1/2023 5:55,3451,"Golden Square, Soho",17319,CLASSIC,14m 6s,846959
132825733,8/1/2023 5:40,3442,"Abingdon Villas, Kensington",8/1/2023 6:09,2587,"Wormwood Street, Liverpool Street",54059,CLASSIC,29m 43s,1783083
132825739,8/1/2023 5:41,1183,"Bramham Gardens, Earl's Court",8/1/2023 5:52,2666,"Howick Place, Westminster",50847,CLASSIC,11m 10s,670347
132825740,8/1/2023 5:41,200125,"Putney Bridge Station, Fulham",8/1/2023 5:48,300043,"St. Peter's Terrace, Fulham",58960,CLASSIC,6m 32s,392410
132825741,8/1/2023 5:41,1165,"Riverlight North, Nine Elms",8/1/2023 5:52,300005,"Ethelburga Estate, Battersea Park",58337,CLASSIC,10m 57s,657279
132825742,8/1/2023 5:42,2665,"Lord's, St. John's Wood",8/1/2023 6:03,3449,"Breams Buildings, Holborn",58407,CLASSIC,21m 6s,1266041
132825743,8/1/2023 5:42,200091,"Wandsworth Town Station, Wandsworth",8/1/2023 6:07,1067,"St. James's Square, St. James's",52443,CLASSIC,25m 10s,1510325
132825745,8/1/2023 5:43,979,"Wenlock Road , Hoxton",8/1/2023 6:01,995,"Little Argyll Street, West End",57801,CLASSIC,18m 39s,1119855
132825746,8/1/2023 5:43,300235,"York Way, Kings Cross",8/1/2023 5:51,1156,"Bedford Way, Bloomsbury",57468,CLASSIC,7m 29s,449042
132825744,8/1/2023 5:43,300046,"Alma Road, Wandsworth",8/1/2023 5:48,300044,"Putney Bridge Road, East Putney",59779,CLASSIC,5m 57s,357612
132825750,8/1/2023 5:44,300045,"Albert Bridge Road, Battersea Park",8/1/2023 5:47,200190,"Queen's Circus, Battersea Park",59225,CLASSIC,3m 47s,227433
132825751,8/1/2023 5:44,300014,"Falcon Road, Clapham Junction",8/1/2023 6:00,300224,"New Spring Gardens Walk, Vauxhall",50125,CLASSIC,15m 48s,948823
132825752,8/1/2023 5:44,3432,"Farringdon Lane, Clerkenwell",8/1/2023 6:24,3432,"Farringdon Lane, Clerkenwell",57646,CLASSIC,40m 23s,2423430
132825753,8/1/2023 5:44,200171,"Peterborough Road, Sands End",8/1/2023 6:04,1067,"St. James's Square, St. James's",53751,CLASSIC,19m 42s,1182513
132825754,8/1/2023 5:44,1081,"Liverpool Road (N1 Centre), Angel",8/1/2023 5:54,1163,"Wardour Street, Soho",61126,PBSC_EBIKE,9m 36s,576679
132825747,8/1/2023 5:44,200248,"Pitfield Street Central, Hoxton",8/1/2023 5:46,3500,"Baldwin Street, St. Luke's",51043,CLASSIC,2m 49s,169812
132825748,8/1/2023 5:44,1027,"Warwick Avenue Station, Maida Vale",8/1/2023 5:53,1086,"Baker Street, Marylebone",55122,CLASSIC,8m 52s,532354
132825749,8/1/2023 5:44,300045,"Albert Bridge Road, Battersea Park",8/1/2023 5:47,200190,"Queen's Circus, Battersea Park",57257,CLASSIC,3m 54s,234140
132825755,8/1/2023 5:45,200034,"Wapping Lane, Wapping",8/1/2023 5:50,1071,"Tower Gardens , Tower",60280,PBSC_EBIKE,5m 10s,310794
132825756,8/1/2023 5:45,976,"Longford Street, The Regent's Park",8/1/2023 6:01,1129,"Sun Street, Liverpool Street",54906,CLASSIC,15m 58s,958923
132825757,8/1/2023 5:45,2681,"Harriet Street, Knightsbridge",8/1/2023 5:54,3477,"Porchester Place, Paddington",53609,CLASSIC,8m 28s,508585
132825758,8/1/2023 5:46,300008,"Normand Park, West Kensington",8/1/2023 5:54,200001,"Limerston Street, West Chelsea",59450,CLASSIC,8m 38s,518677
132825759,8/1/2023 5:46,200162,"Watney Market, Stepney",8/1/2023 6:03,1074,"Newgate Street , St. Paul's",51964,CLASSIC,17m 7s,1027606
132825760,8/1/2023 5:46,2691,"Howland Street, Fitzrovia",8/1/2023 6:01,200253,"Fore Street Avenue, Guildhall",52824,CLASSIC,15m 47s,947776
132825761,8/1/2023 5:46,300034,"St. Mark's Road, North Kensington",8/1/2023 5:53,200141,"Westfield Ariel Way, White City",51395,CLASSIC,7m 17s,437354
132825762,8/1/2023 5:46,2701,"Columbia Road, Shoreditch",8/1/2023 5:54,1040,"West Smithfield Rotunda, Farringdon",60178,PBSC_EBIKE,7m 49s,469432
132825763,8/1/2023 5:46,1189,"Long Lane , Bermondsey",8/1/2023 5:47,1209,"Empire Square, The Borough",57511,CLASSIC,1m 26s,86743
132825764,8/1/2023 5:46,300058,"The Vale, Chelsea",8/1/2023 5:56,1110,"Palace Gate, Kensington Gardens",56881,CLASSIC,10m 2s,602664
132825765,8/1/2023 5:46,1189,"Long Lane , Bermondsey",8/1/2023 5:54,962,"Stamford Street, South Bank",59037,CLASSIC,7m 55s,475469
132825766,8/1/2023 5:46,300097,"Gwendwr Road, West Kensington",8/1/2023 5:52,1018,"Phillimore Gardens, Kensington",52752,CLASSIC,5m 53s,353489
132825768,8/1/2023 5:47,1131,"Graham Street, Angel",8/1/2023 5:51,1065,"Aldersgate Street, Barbican",61121,PBSC_EBIKE,4m 49s,289419
132825769,8/1/2023 5:47,200039,"Sail Street, Vauxhall",8/1/2023 6:08,976,"Longford Street, The Regent's Park",59767,CLASSIC,21m 33s,1293774
132825770,8/1/2023 5:47,200060,"Drayton Gardens, West Chelsea",8/1/2023 6:12,2587,"Wormwood Street, Liverpool Street",60286,PBSC_EBIKE,25m 30s,1530056
132825771,8/1/2023 5:47,200201,"Battersea Church Road, Battersea",8/1/2023 5:55,200183,"Battersea Park Road, Nine Elms",58898,CLASSIC,7m 48s,468392
132825772,8/1/2023 5:47,200246,"Eagle Wharf Road, Hoxton",8/1/2023 5:57,982,"Holborn Circus, Holborn",55713,CLASSIC,10m 11s,611253
132825773,8/1/2023 5:47,3481,"Rodney Road , Walworth",8/1/2023 5:52,994,"Tanner Street, Bermondsey",61145,PBSC_EBIKE,5m 5s,305369
132825774,8/1/2023 5:47,1076,"Walnut Tree Walk, Vauxhall",8/1/2023 5:53,300231,"Lambeth Palace Road, Waterloo",57401,CLASSIC,5m 52s,352176
132825767,8/1/2023 5:47,300209,"Albert Square, Stockwell",8/1/2023 5:59,1073,"Kennington Road Post Office, Oval",59471,CLASSIC,12m 12s,732327
132825776,8/1/2023 5:48,300053,"Stephendale Road, Sands End",8/1/2023 5:52,300052,"Parsons Green Station, Parsons Green",60202,PBSC_EBIKE,3m 50s,230271
132825777,8/1/2023 5:48,200038,"Ackroyd Drive, Bow",8/1/2023 6:00,991,"Crosswall, Tower",60401,PBSC_EBIKE,12m 24s,744942
132825778,8/1/2023 5:48,200034,"Wapping Lane, Wapping",8/1/2023 6:06,1082,"Borough Road, Elephant & Castle",51875,CLASSIC,18m 5s,1085874
132825779,8/1/2023 5:48,1209,"Empire Square, The Borough",8/1/2023 5:54,962,"Stamford Street, South Bank",58671,CLASSIC,5m 49s,349572
132825780,8/1/2023 5:48,300031,"Islington Green, Angel",8/1/2023 6:02,1004,"Doric Way , Somers Town",55248,CLASSIC,13m 58s,838628
132825781,8/1/2023 5:48,200133,"South Lambeth Road, Vauxhall",8/1/2023 5:58,200206,"Chicheley Street, South Bank",58634,CLASSIC,9m 14s,554373
132825775,8/1/2023 5:48,200148,"Ansell House, Stepney",8/1/2023 5:59,999,"Queen Street 1, Bank",59322,CLASSIC,10m 51s,651933
132825783,8/1/2023 5:49,3470,"Great Percy Street, Clerkenwell",8/1/2023 6:00,1090,"Warren Street Station, Euston",55534,CLASSIC,11m 52s,712415
132825784,8/1/2023 5:49,200084,"Doddington Grove, Kennington",8/1/2023 5:54,10624,"Strata, Elephant & Castle",55582,CLASSIC,5m 37s,337965
132825785,8/1/2023 5:49,2670,"Paddington Green, Paddington",8/1/2023 6:03,200058,"Northdown Street, King's Cross",13257,CLASSIC,13m 54s,834314
132825786,8/1/2023 5:49,1054,"East Road, Hoxton",8/1/2023 6:15,200211,"Union Grove, Wandsworth Road",56747,CLASSIC,26m 25s,1585920
132825787,8/1/2023 5:49,200218,"Addison Road, Holland Park",8/1/2023 5:56,3436,"Derry Street, Kensington",56679,CLASSIC,6m 18s,378557
132825788,8/1/2023 5:49,300023,"All Saints Church, Portobello",8/1/2023 6:19,2587,"Wormwood Street, Liverpool Street",60308,PBSC_EBIKE,29m 41s,1781156
132825789,8/1/2023 5:49,200215,"Greyhound Road, Hammersmith",8/1/2023 5:57,200224,"Colet Gardens, Hammersmith",51679,CLASSIC,7m 53s,473552
132825790,8/1/2023 5:50,200159,"Goldsmith's Row, Haggerston",8/1/2023 5:58,3500,"Baldwin Street, St. Luke's",16148,CLASSIC,8m 14s,494950
132825791,8/1/2023 5:50,2587,"Wormwood Street, Liverpool Street",8/1/2023 6:09,200159,"Goldsmith's Row, Haggerston",14316,CLASSIC,18m 52s,1132863
132825792,8/1/2023 5:50,300212,"Birkenhead Street, King's Cross",8/1/2023 6:05,300222,"Fore Street, Guildhall",57157,CLASSIC,14m 45s,885337
132825793,8/1/2023 5:50,300029,"Lee Valley VeloPark, Queen Elizabeth Olympic Park",8/1/2023 6:35,1207,"Tavistock Street, Covent Garden",60210,PBSC_EBIKE,44m 51s,2691618
132825794,8/1/2023 5:50,3471,"Chadwell Street, Angel",8/1/2023 5:55,300212,"Birkenhead Street, King's Cross",53903,CLASSIC,5m 10s,310165
132825795,8/1/2023 5:50,3481,"Rodney Road , Walworth",8/1/2023 6:11,200088,"Clarges Street, Mayfair",59238,CLASSIC,20m 34s,1234209
132825796,8/1/2023 5:51,1207,"Tavistock Street, Covent Garden",8/1/2023 6:02,1086,"Baker Street, Marylebone",54086,CLASSIC,11m 19s,679986
132825797,8/1/2023 5:51,200062,"William Morris Way, Sands End",8/1/2023 6:19,1178,"Cleveland Gardens, Bayswater",56626,CLASSIC,27m 36s,1656723
132825798,8/1/2023 5:52,300203,"Euston Square Gardens, Euston",8/1/2023 6:20,22165,"Fisherman's Walk West, Canary Wharf",56798,CLASSIC,28m 31s,1711934
132825799,8/1/2023 5:52,1049,"Finsbury Leisure Centre, St. Luke's",8/1/2023 5:56,200253,"Fore Street Avenue, Guildhall",30048,CLASSIC,4m 6s,246412
132825800,8/1/2023 5:52,300210,"Halford Road, West Kensington",8/1/2023 6:09,300216,"Gas Holders, Battersea Park",59297,CLASSIC,16m 17s,977843
132825802,8/1/2023 5:53,980,"Malet Street, Bloomsbury",8/1/2023 5:59,1207,"Tavistock Street, Covent Garden",56127,CLASSIC,6m 19s,379670
132825803,8/1/2023 5:53,1213,"Curlew Street, Shad Thames",8/1/2023 6:02,200128,"Queen Street 2, Bank",54467,CLASSIC,8m 41s,521792
132825804,8/1/2023 5:53,300212,"Birkenhead Street, King's Cross",8/1/2023 5:59,1123,"Southampton Place, Holborn",50179,CLASSIC,6m 17s,377844
132825805,8/1/2023 5:53,200102,"Harford Street, Mile End",8/1/2023 6:26,1127,"Risinghill Street, Angel",53857,CLASSIC,32m 54s,1974318
132825806,8/1/2023 5:53,200133,"South Lambeth Road, Vauxhall",8/1/2023 6:01,1087,"Belgrave Road, Victoria",56010,CLASSIC,7m 45s,465993
132825807,8/1/2023 5:53,200054,"Jubilee Crescent, Cubitt Town",8/1/2023 5:55,200243,"St. John's Park, Cubitt Town",57971,CLASSIC,1m 44s,104017
132825808,8/1/2023 5:53,1053,"Clerkenwell Green, Clerkenwell",8/1/2023 6:01,1129,"Sun Street, Liverpool Street",41056,CLASSIC,7m 46s,466004
132825801,8/1/2023 5:53,1079,"Endsleigh Gardens, Euston",8/1/2023 6:00,1053,"Clerkenwell Green, Clerkenwell",55587,CLASSIC,7m 27s,447003
132825809,8/1/2023 5:54,300063,"Burgess Park Albany Road, Walworth",8/1/2023 6:07,300207,"Gauden Road, Clapham",52467,CLASSIC,12m 37s,757102
132825810,8/1/2023 5:54,300036,"Teversham Lane, Stockwell",8/1/2023 6:04,1196,"Vincent Square, Westminster",57428,CLASSIC,9m 39s,579526
132825811,8/1/2023 5:54,1155,"Regency Street, Westminster",8/1/2023 6:06,3449,"Breams Buildings, Holborn",60533,PBSC_EBIKE,11m 29s,689202
132825812,8/1/2023 5:54,200002,"Jubilee Street, Stepney",8/1/2023 6:02,2687,"Brick Lane Market, Shoreditch",58237,CLASSIC,7m 18s,438998
132825813,8/1/2023 5:54,1051,"Shoreditch Park, Hoxton",8/1/2023 6:00,1092,"Moorfields, Moorgate",52331,CLASSIC,6m 0s,360223
132825814,8/1/2023 5:55,300045,"Albert Bridge Road, Battersea Park",8/1/2023 6:12,300210,"Halford Road, West Kensington",54673,CLASSIC,16m 53s,1013209
132825815,8/1/2023 5:55,2696,"Waterloo Station 1, Waterloo",8/1/2023 5:58,1219,"Lower Marsh, Waterloo",57823,CLASSIC,2m 21s,141099
132825816,8/1/2023 5:56,200212,"Blackfriars Station, St. Paul's",8/1/2023 6:04,1151,"Whitehall Place, Strand",57740,CLASSIC,8m 1s,481058
132825817,8/1/2023 5:56,10629,"Rotherhithe Roundabout, Rotherhithe",8/1/2023 6:02,1213,"Curlew Street, Shad Thames",59373,CLASSIC,5m 28s,328638
132825818,8/1/2023 5:56,22175,"Canton Street, Poplar",8/1/2023 6:05,200162,"Watney Market, Stepney",59713,CLASSIC,8m 55s,535060
132825819,8/1/2023 5:56,200052,"Exhibition Road Museums 2, South Kensington",8/1/2023 6:25,22158,"Exhibition Road Museums 1, South Kensington",57926,CLASSIC,29m 6s,1746549
132825820,8/1/2023 5:56,200243,"St. John's Park, Cubitt Town",8/1/2023 6:17,200072,"Houndsditch, Aldgate",53307,CLASSIC,20m 30s,1230093
132825823,8/1/2023 5:57,200052,"Exhibition Road Museums 2, South Kensington",8/1/2023 6:28,22158,"Exhibition Road Museums 1, South Kensington",58419,CLASSIC,30m 27s,1827207
132825824,8/1/2023 5:57,200077,"Vicarage Crescent, Battersea",8/1/2023 6:11,2694,"Clapham Common Station, Clapham Common",57752,CLASSIC,13m 33s,813266
132825821,8/1/2023 5:57,200052,"Exhibition Road Museums 2, South Kensington",8/1/2023 6:25,22158,"Exhibition Road Museums 1, South Kensington",54847,CLASSIC,28m 55s,1735305
132825822,8/1/2023 5:57,200006,"Hewison Street, Old Ford",8/1/2023 6:13,1161,"Brushfield Street, Liverpool Street",59524,CLASSIC,16m 0s,960446
132825826,8/1/2023 5:58,22160,"Chelsea Bridge, Pimlico",8/1/2023 6:34,200045,"Garnet Street, Shadwell",60115,PBSC_EBIKE,35m 49s,2149807
132825827,8/1/2023 5:58,200148,"Ansell House, Stepney",8/1/2023 6:20,1097,"Northumberland Avenue, Strand",23963,CLASSIC,22m 17s,1337195
132825828,8/1/2023 5:58,1000,"Vauxhall Cross, Vauxhall",8/1/2023 6:14,22180,"Cheapside, Bank",40523,CLASSIC,16m 17s,977436
132825829,8/1/2023 5:58,200051,"Percival Street, Finsbury",8/1/2023 6:05,200212,"Blackfriars Station, St. Paul's",54628,CLASSIC,6m 44s,404440
132825830,8/1/2023 5:58,1155,"Regency Street, Westminster",8/1/2023 6:10,200211,"Union Grove, Wandsworth Road",54421,CLASSIC,11m 57s,717610
132825831,8/1/2023 5:58,300207,"Gauden Road, Clapham",8/1/2023 6:09,200183,"Battersea Park Road, Nine Elms",55084,CLASSIC,11m 5s,665898
132825832,8/1/2023 5:58,1016,"Hereford Road, Bayswater",8/1/2023 6:45,200163,"Jubilee Plaza, Canary Wharf",14112,CLASSIC,46m 35s,2795439
132825825,8/1/2023 5:58,1172,"Queen's Gate (South), South Kensington",8/1/2023 6:14,200198,"Seymour Place, Marylebone",59663,CLASSIC,16m 50s,1010533
132825833,8/1/2023 5:59,300227,"Timber Lodge, Queen Elizabeth Olympic Park",8/1/2023 6:01,300200,"East Village, Queen Elizabeth Olympic Park",54884,CLASSIC,2m 14s,134526
132825834,8/1/2023 5:59,200190,"Queen's Circus, Battersea Park",8/1/2023 6:28,200190,"Queen's Circus, Battersea Park",52010,CLASSIC,29m 27s,1767198
132825835,8/1/2023 5:59,200060,"Drayton Gardens, West Chelsea",8/1/2023 6:06,3436,"Derry Street, Kensington",60315,PBSC_EBIKE,7m 6s,426624
132825836,8/1/2023 6:00,200167,"Twig Folly Bridge, Mile End",8/1/2023 6:12,200238,"Westferry DLR, Limehouse",57326,CLASSIC,12m 18s,738933
132825837,8/1/2023 6:00,1062,"Braham Street, Aldgate",8/1/2023 6:05,1201,"Bank of England Museum, Bank",59819,CLASSIC,4m 26s,266612
132825838,8/1/2023 6:00,200123,"Burdett Road, Mile End",8/1/2023 6:15,2587,"Wormwood Street, Liverpool Street",23157,CLASSIC,14m 23s,863257
132825840,8/1/2023 6:01,200149,"Watney Street, Shadwell",8/1/2023 6:10,1080,"Great Tower Street, Monument",55117,CLASSIC,9m 30s,570093
132825841,8/1/2023 6:01,300043,"St. Peter's Terrace, Fulham",8/1/2023 6:24,2589,"Pembridge Villas, Notting Hill",58847,CLASSIC,22m 43s,1363261
132825842,8/1/2023 6:01,300018,"Charing Cross Hospital, Hammersmith",8/1/2023 6:16,2695,"Cadogan Gardens, Chelsea",51011,CLASSIC,14m 54s,894891
132825843,8/1/2023 6:01,1070,"Bricklayers Arms, Borough",8/1/2023 6:09,959,"Milroy Walk, South Bank",54709,CLASSIC,7m 34s,454422
132825844,8/1/2023 6:01,300042,"Upper Richmond Road, Putney",8/1/2023 6:32,1165,"Riverlight North, Nine Elms",40190,CLASSIC,30m 41s,1841253
132825845,8/1/2023 6:01,300084,"Sirdar Road, Avondale",8/1/2023 6:13,200142,"Hammersmith Road, Hammersmith",56931,CLASSIC,11m 23s,683466
132825846,8/1/2023 6:01,200021,"Hermitage Court, Wapping",8/1/2023 6:21,1049,"Finsbury Leisure Centre, St. Luke's",53918,CLASSIC,20m 3s,1203414
132825847,8/1/2023 6:01,967,"Golden Lane, Barbican",8/1/2023 6:05,200203,"King Edward Street, St Pauls",10390,CLASSIC,3m 10s,190393
132825848,8/1/2023 6:01,300008,"Normand Park, West Kensington",8/1/2023 6:20,1230,"Millennium Hotel, Mayfair",56519,CLASSIC,18m 17s,1097209
132825839,8/1/2023 6:01,300213,"Monier Road, Hackney Wick",8/1/2023 6:05,300021,"Podium, Queen Elizabeth Olympic Park",53871,CLASSIC,4m 26s,266264
132825850,8/1/2023 6:02,200189,"Phene Street, Chelsea",8/1/2023 6:07,3420,"Sedding Street, Sloane Square",53374,CLASSIC,5m 8s,308346
132825851,8/1/2023 6:02,200185,"St. John's Road, Clapham Junction",8/1/2023 6:30,3495,"Wells Street, Fitzrovia",58842,CLASSIC,27m 51s,1671976
132825852,8/1/2023 6:02,300052,"Parsons Green Station, Parsons Green",8/1/2023 6:15,300014,"Falcon Road, Clapham Junction",59220,CLASSIC,13m 7s,787134
132825849,8/1/2023 6:02,200169,"Ashley Crescent, Battersea",8/1/2023 6:04,200179,"Silverthorne Road, Battersea",53474,CLASSIC,2m 17s,137316
132825853,8/1/2023 6:03,22161,"Vincent Street, Pimlico",8/1/2023 6:08,1122,"Ashley Place, Victoria",58677,CLASSIC,5m 2s,302618
132825854,8/1/2023 6:03,3454,"Denyer Street, Knightsbridge",8/1/2023 6:10,2666,"Howick Place, Westminster",58363,CLASSIC,7m 21s,441624
132825855,8/1/2023 6:03,200230,"Maplin Street, Mile End",8/1/2023 6:43,3476,"Hinde Street, Marylebone",58338,CLASSIC,39m 43s,2383868
132825856,8/1/2023 6:03,200030,"Driffield Road, Old Ford",8/1/2023 6:16,1065,"Aldersgate Street, Barbican",60548,PBSC_EBIKE,12m 34s,754862
132825857,8/1/2023 6:03,300247,"Cranmer Road, Stockwell",8/1/2023 6:28,1038,"Harrington Square 1, Camden Town",20224,CLASSIC,24m 18s,1458697
132825859,8/1/2023 6:03,200181,"Richmond Way, Shepherd's Bush",8/1/2023 6:19,1086,"Baker Street, Marylebone",54868,CLASSIC,15m 29s,929476
132825861,8/1/2023 6:04,22182,"South Parade, Chelsea",8/1/2023 6:12,1177,"Seville Street, Knightsbridge",56002,CLASSIC,7m 46s,466457
132825862,8/1/2023 6:04,2587,"Wormwood Street, Liverpool Street",8/1/2023 6:19,1170,"Horseferry Road, Westminster",55143,CLASSIC,14m 59s,899122
132825863,8/1/2023 6:04,300035,"Carnegie Street, King's Cross",8/1/2023 6:27,200256,"Sutton Street, Shadwell",53107,CLASSIC,22m 52s,1372388
132825864,8/1/2023 6:04,300010,"Surrey Lane, Battersea",8/1/2023 6:51,1020,"Leonard Circus , Shoreditch",59480,CLASSIC,47m 11s,2831519
132825865,8/1/2023 6:04,300236,"Bevington Road West, North Kensington",8/1/2023 6:35,200176,"Sheepcote Lane, Battersea",52773,CLASSIC,30m 19s,1819584
