Number,Start date,Start station number,Start station,End date,End station number,End station,Bike number,Bike model,Total duration,Total duration (ms)
132825866,8/1/2023 6:04,1011,"Argyle Street, Kings Cross",8/1/2023 6:21,1167,"South Wharf Road, Paddington",35479,CLASSIC,17m 2s,1022043
132825867,8/1/2023 6:04,200108,"Bishop's Bridge Road East, Bayswater",8/1/2023 6:12,3506,"Stanhope Gate, Mayfair",60370,PBSC_EBIKE,7m 25s,445516
132825860,8/1/2023 6:04,2589,"Pembridge Villas, Notting Hill",8/1/2023 6:05,1182,"Notting Hill Gate Station, Notting Hill",20719,CLASSIC,1m 9s,69345
132825858,8/1/2023 6:04,300053,"Stephendale Road, Sands End",8/1/2023 6:34,300240,"Lincoln's Inn Fields, Holborn",30722,CLASSIC,30m 44s,1844712
132825868,8/1/2023 6:05,3464,"Green Street, Mayfair",8/1/2023 6:24,22183,"Crinan Street, King's Cross",52394,CLASSIC,19m 10s,1150513
132825869,8/1/2023 6:05,300212,"Birkenhead Street, King's Cross",8/1/2023 6:21,1151,"Whitehall Place, Strand",59179,CLASSIC,15m 46s,946824
132825870,8/1/2023 6:06,300073,"Prince of Wales Drive, Battersea Park",8/1/2023 6:31,999,"Queen Street 1, Bank",21144,CLASSIC,24m 47s,1487827
132825871,8/1/2023 6:06,200179,"Silverthorne Road, Battersea",8/1/2023 6:19,1067,"St. James's Square, St. James's",60436,PBSC_EBIKE,12m 46s,766185
132825872,8/1/2023 6:06,200023,"Heath Road, Battersea",8/1/2023 6:25,300231,"Lambeth Palace Road, Waterloo",58552,CLASSIC,19m 27s,1167302
132825873,8/1/2023 6:06,200018,"Spindrift Avenue, Millwall",8/1/2023 6:13,200099,"Upper Bank Street, Canary Wharf",60244,PBSC_EBIKE,6m 33s,393281
132825874,8/1/2023 6:06,3422,"Charlbert Street, St. John's Wood",8/1/2023 6:25,1092,"Moorfields, Moorgate",57430,CLASSIC,18m 42s,1122405
132825875,8/1/2023 6:06,1023,"River Street , Clerkenwell",8/1/2023 6:12,985,"Hatton Garden, Holborn",40232,CLASSIC,5m 48s,348313
132825876,8/1/2023 6:06,200077,"Vicarage Crescent, Battersea",8/1/2023 6:23,3446,"De Vere Gardens, Kensington",56103,CLASSIC,17m 9s,1029368
132825879,8/1/2023 6:07,300005,"Ethelburga Estate, Battersea Park",8/1/2023 6:14,300014,"Falcon Road, Clapham Junction",59306,CLASSIC,7m 45s,465480
132825880,8/1/2023 6:07,1174,"Alderney Street, Pimlico",8/1/2023 6:11,22161,"Vincent Street, Pimlico",57588,CLASSIC,4m 28s,268784
132825881,8/1/2023 6:07,1173,"Gloucester Terrace, Bayswater",8/1/2023 6:17,1086,"Baker Street, Marylebone",58830,CLASSIC,9m 34s,574794
132825877,8/1/2023 6:07,2636,"Prince Albert Road, The Regent's Park",8/1/2023 6:18,1027,"Warwick Avenue Station, Maida Vale",54564,CLASSIC,11m 30s,690702
132825878,8/1/2023 6:07,200036,"Bell Lane, Liverpool Street",8/1/2023 6:10,2687,"Brick Lane Market, Shoreditch",55527,CLASSIC,3m 3s,183329
132825882,8/1/2023 6:08,300216,"Gas Holders, Battersea Park",8/1/2023 6:32,982,"Holborn Circus, Holborn",55660,CLASSIC,24m 32s,1472853
132825883,8/1/2023 6:08,200038,"Ackroyd Drive, Bow",8/1/2023 6:29,1127,"Risinghill Street, Angel",60275,PBSC_EBIKE,21m 20s,1280131
132825884,8/1/2023 6:08,996,"Borough High Street, The Borough",8/1/2023 6:21,3432,"Farringdon Lane, Clerkenwell",51171,CLASSIC,13m 5s,785897
132825885,8/1/2023 6:08,989,"Murray Grove , Hoxton",8/1/2023 6:16,973,"Bethnal Green Road, Shoreditch",59587,CLASSIC,7m 34s,454867
132825886,8/1/2023 6:08,1190,"Kennington Lane Rail Bridge, Vauxhall",8/1/2023 6:13,200039,"Sail Street, Vauxhall",59221,CLASSIC,4m 48s,288721
132825887,8/1/2023 6:09,300248,"Sopwith Way, Battersea Park",8/1/2023 6:24,1202,"Wellington Street , Strand",59481,CLASSIC,14m 57s,897617
132825888,8/1/2023 6:09,1155,"Regency Street, Westminster",8/1/2023 6:17,1028,"William IV Street, Strand",53074,CLASSIC,8m 30s,510318
132825889,8/1/2023 6:09,22159,"Ebury Bridge, Pimlico",8/1/2023 6:17,300076,"Lots Road, West Chelsea",58706,CLASSIC,7m 41s,461147
132825890,8/1/2023 6:09,1108,"North Wharf Road, Paddington",8/1/2023 6:22,200154,"Hansard Mews, Holland Park",53790,CLASSIC,12m 38s,758306
132825891,8/1/2023 6:09,300027,"Mile End Park Leisure Centre, Mile End",8/1/2023 6:18,200135,"Selby Street, Whitechapel",52870,CLASSIC,8m 39s,519573
132825892,8/1/2023 6:09,1092,"Moorfields, Moorgate",8/1/2023 6:15,1074,"Newgate Street , St. Paul's",60341,PBSC_EBIKE,6m 3s,363561
132825893,8/1/2023 6:09,200213,"Durant Street, Bethnal Green",8/1/2023 6:34,3482,"Beaumont Street, Marylebone",52334,CLASSIC,24m 31s,1471066
132825894,8/1/2023 6:09,200016,"Castlehaven Road, Camden Town",8/1/2023 6:28,1202,"Wellington Street , Strand",53041,CLASSIC,18m 22s,1102427
132825895,8/1/2023 6:09,200034,"Wapping Lane, Wapping",8/1/2023 6:22,999,"Queen Street 1, Bank",53540,CLASSIC,12m 53s,773052
132825897,8/1/2023 6:09,3447,"Gloucester Road (North), Kensington",8/1/2023 6:17,200086,"Ilchester Gardens, Bayswater",55394,CLASSIC,7m 20s,440847
132825899,8/1/2023 6:10,200179,"Silverthorne Road, Battersea",8/1/2023 6:13,200183,"Battersea Park Road, Nine Elms",55109,CLASSIC,3m 32s,212460
132825900,8/1/2023 6:10,200038,"Ackroyd Drive, Bow",8/1/2023 6:25,1031,"Nesham Street, Wapping",52349,CLASSIC,14m 46s,886155
132825901,8/1/2023 6:10,1157,"Black Lion Gate, Kensington Gardens",8/1/2023 6:21,1002,"Holy Trinity Brompton, Knightsbridge",17407,CLASSIC,10m 15s,615614
132825902,8/1/2023 6:10,3422,"Charlbert Street, St. John's Wood",8/1/2023 6:39,3422,"Charlbert Street, St. John's Wood",58707,CLASSIC,28m 27s,1707137
132825896,8/1/2023 6:10,200034,"Wapping Lane, Wapping",8/1/2023 6:31,1129,"Sun Street, Liverpool Street",56079,CLASSIC,21m 46s,1306169
132825898,8/1/2023 6:10,300056,"Mile End Stadium, Mile End",8/1/2023 6:25,1161,"Brushfield Street, Liverpool Street",52714,CLASSIC,15m 14s,914465
132825906,8/1/2023 6:11,200050,"Naval Row, Blackwall",8/1/2023 6:16,200066,"Import Dock, Canary Wharf",59268,CLASSIC,5m 34s,334255
132825907,8/1/2023 6:11,979,"Wenlock Road , Hoxton",8/1/2023 6:15,1064,"Old Street Station, St. Luke's",53040,CLASSIC,4m 1s,241338
132825908,8/1/2023 6:11,1049,"Finsbury Leisure Centre, St. Luke's",8/1/2023 6:20,1045,"Jewry Street, Aldgate",56717,CLASSIC,9m 25s,565848
132825909,8/1/2023 6:11,1020,"Leonard Circus , Shoreditch",8/1/2023 7:15,1020,"Leonard Circus , Shoreditch",35202,CLASSIC,1h 3m 19s,3799687
132825903,8/1/2023 6:11,1183,"Bramham Gardens, Earl's Court",8/1/2023 6:27,1152,"Marylebone Lane, Marylebone",57855,CLASSIC,16m 44s,1004378
132825904,8/1/2023 6:11,300051,"Hibbert Street, Battersea",8/1/2023 6:24,200060,"Drayton Gardens, West Chelsea",41640,CLASSIC,13m 53s,833877
132825905,8/1/2023 6:11,200049,"St. Katharine's Way, Tower",8/1/2023 6:30,1054,"East Road, Hoxton",52115,CLASSIC,19m 0s,1140344
132825911,8/1/2023 6:12,200038,"Ackroyd Drive, Bow",8/1/2023 6:16,200230,"Maplin Street, Mile End",54463,CLASSIC,3m 38s,218469
132825912,8/1/2023 6:12,2694,"Clapham Common Station, Clapham Common",8/1/2023 6:38,973,"Bethnal Green Road, Shoreditch",58029,CLASSIC,26m 16s,1576768
132825913,8/1/2023 6:12,300092,"Hertford Road, De Beauvoir Town",8/1/2023 6:18,200025,"London Fields, Hackney Central",60309,PBSC_EBIKE,5m 30s,330758
132825914,8/1/2023 6:12,10632,"Kensington Town Hall, Kensington",8/1/2023 6:40,1009,"Taviton Street, Bloomsbury",30473,CLASSIC,27m 50s,1670561
132825915,8/1/2023 6:12,300005,"Ethelburga Estate, Battersea Park",8/1/2023 6:31,3464,"Green Street, Mayfair",60167,PBSC_EBIKE,18m 33s,1113636
132825916,8/1/2023 6:12,300045,"Albert Bridge Road, Battersea Park",8/1/2023 6:42,300080,"Culvert Road, Battersea",55264,CLASSIC,29m 49s,1789424
132825910,8/1/2023 6:12,300047,"Alfreda Street, Battersea Park",8/1/2023 6:28,2662,"Butler Place, Westminster",54164,CLASSIC,16m 35s,995858
132825918,8/1/2023 6:13,200112,"Cadogan Close, Victoria Park",8/1/2023 6:32,200072,"Houndsditch, Aldgate",55902,CLASSIC,18m 58s,1138179
132825919,8/1/2023 6:13,300034,"St. Mark's Road, North Kensington",8/1/2023 6:26,3444,"Penywern Road, Earl's Court",58865,CLASSIC,13m 0s,780987
132825920,8/1/2023 6:13,200220,"Blythe Road West, Shepherd's Bush",8/1/2023 6:16,200214,"Woodstock Grove, Shepherd's Bush",58492,CLASSIC,3m 7s,187565
132825921,8/1/2023 6:13,200004,"Lightermans Road, Millwall",8/1/2023 6:51,1199,"The Tennis Courts, The Regent's Park",60149,PBSC_EBIKE,38m 1s,2281895
132825922,8/1/2023 6:13,1072,"Waterloo Station 3, Waterloo",8/1/2023 6:19,200094,"St. Bride Street, Holborn",57036,CLASSIC,6m 27s,387338
132825923,8/1/2023 6:13,200041,"Antill Road, Mile End",8/1/2023 6:25,200066,"Import Dock, Canary Wharf",42232,CLASSIC,12m 12s,732695
132825924,8/1/2023 6:13,300038,"Star Road, West Kensington",8/1/2023 6:23,1018,"Phillimore Gardens, Kensington",51317,CLASSIC,10m 10s,610840
132825925,8/1/2023 6:13,1054,"East Road, Hoxton",8/1/2023 6:38,1031,"Nesham Street, Wapping",24335,CLASSIC,24m 52s,1492314
132825926,8/1/2023 6:13,3423,"Maida Vale, Maida Vale",8/1/2023 6:28,3436,"Derry Street, Kensington",52856,CLASSIC,14m 13s,853867
132825927,8/1/2023 6:13,200084,"Doddington Grove, Kennington",8/1/2023 6:40,976,"Longford Street, The Regent's Park",56188,CLASSIC,26m 46s,1606033
132825917,8/1/2023 6:13,1070,"Bricklayers Arms, Borough",8/1/2023 6:19,1142,"Tooley Street, Bermondsey",53067,CLASSIC,6m 12s,372758
132825928,8/1/2023 6:14,300201,"Coram Street, Bloomsbury",8/1/2023 6:27,300237,"Tate Modern, Bankside",55670,CLASSIC,13m 6s,786417
132825929,8/1/2023 6:14,200156,"Pott Street, Bethnal Green",8/1/2023 6:25,3432,"Farringdon Lane, Clerkenwell",61187,PBSC_EBIKE,11m 14s,674631
132825930,8/1/2023 6:14,200083,"Pritchard's Road, Bethnal Green",8/1/2023 6:21,1161,"Brushfield Street, Liverpool Street",19389,CLASSIC,7m 21s,441130
132825931,8/1/2023 6:14,200132,"Gaywood  Street, Elephant & Castle",8/1/2023 6:24,300202,"Kings Gate House, Westminster",52822,CLASSIC,9m 27s,567510
132825932,8/1/2023 6:14,2694,"Clapham Common Station, Clapham Common",8/1/2023 6:33,960,"Hop Exchange, The Borough",58685,CLASSIC,19m 7s,1147192
132825933,8/1/2023 6:14,200246,"Eagle Wharf Road, Hoxton",8/1/2023 6:22,200203,"King Edward Street, St Pauls",60355,PBSC_EBIKE,7m 37s,457308
132825934,8/1/2023 6:14,1072,"Waterloo Station 3, Waterloo",8/1/2023 6:22,1074,"Newgate Street , St. Paul's",51295,CLASSIC,7m 45s,465503
132825935,8/1/2023 6:15,300213,"Monier Road, Hackney Wick",8/1/2023 6:57,1103,"Gloucester Street, Pimlico",60240,PBSC_EBIKE,41m 48s,2508929
132825936,8/1/2023 6:15,1072,"Waterloo Station 3, Waterloo",8/1/2023 6:22,999,"Queen Street 1, Bank",60314,PBSC_EBIKE,7m 26s,446713
132825937,8/1/2023 6:15,300210,"Halford Road, West Kensington",8/1/2023 6:41,22180,"Cheapside, Bank",52978,CLASSIC,25m 57s,1557369
132825938,8/1/2023 6:15,200016,"Castlehaven Road, Camden Town",8/1/2023 6:28,3431,"Grafton Street, Mayfair",59232,CLASSIC,13m 10s,790897
132825939,8/1/2023 6:15,300222,"Fore Street, Guildhall",8/1/2023 6:20,999,"Queen Street 1, Bank",57157,CLASSIC,4m 44s,284512
132825940,8/1/2023 6:15,1047,"Falkirk Street, Hoxton",8/1/2023 6:31,300241,"Handyside Street, King's Cross",53312,CLASSIC,16m 19s,979281
132825941,8/1/2023 6:15,22173,"Old Ford Road, Bethnal Green",8/1/2023 6:38,1070,"Bricklayers Arms, Borough",52161,CLASSIC,22m 21s,1341523
132825942,8/1/2023 6:15,300211,"Ossulston Street, Somers Town",8/1/2023 6:28,3431,"Grafton Street, Mayfair",59234,CLASSIC,12m 15s,735100
132825943,8/1/2023 6:15,2692,"Waterloo Station 2, Waterloo",8/1/2023 6:26,1012,"Christopher Street, Liverpool Street",61198,PBSC_EBIKE,10m 54s,654738
132825944,8/1/2023 6:15,300207,"Gauden Road, Clapham",8/1/2023 6:41,2587,"Wormwood Street, Liverpool Street",52467,CLASSIC,25m 30s,1530611
132825945,8/1/2023 6:16,1190,"Kennington Lane Rail Bridge, Vauxhall",8/1/2023 6:36,1211,"Bunhill Row, Moorgate",52426,CLASSIC,20m 35s,1235129
132825946,8/1/2023 6:16,2694,"Clapham Common Station, Clapham Common",8/1/2023 6:25,200191,"Spencer Park, Wandsworth Common",57752,CLASSIC,9m 37s,577677
132825947,8/1/2023 6:16,200059,"Crisp Road, Hammersmith",8/1/2023 6:24,200141,"Westfield Ariel Way, White City",55224,CLASSIC,7m 55s,475827
132825948,8/1/2023 6:16,200045,"Garnet Street, Shadwell",8/1/2023 6:22,1102,"Leman Street, Aldgate",58200,CLASSIC,6m 2s,362176
132825949,8/1/2023 6:16,3459,"Collingham Gardens, Earl's Court",8/1/2023 6:50,300062,"South Bermondsey Station, Bermondsey",57527,CLASSIC,34m 5s,2045157
132825950,8/1/2023 6:16,1178,"Cleveland Gardens, Bayswater",8/1/2023 6:26,3464,"Green Street, Mayfair",58915,CLASSIC,10m 0s,600573
132825951,8/1/2023 6:16,994,"Tanner Street, Bermondsey",8/1/2023 6:44,200022,"Saunders Ness Road, Cubitt Town",54410,CLASSIC,27m 23s,1643946
132825952,8/1/2023 6:16,200252,"Bow Church Station, Bow",8/1/2023 6:35,1043,"Museum of London, Barbican",56737,CLASSIC,18m 26s,1106139
132825953,8/1/2023 6:16,200254,"Teviot Street, Poplar",8/1/2023 6:47,300241,"Handyside Street, King's Cross",61123,PBSC_EBIKE,30m 25s,1825166
132825954,8/1/2023 6:16,200106,"Spanish Road, Clapham Junction",8/1/2023 6:43,3476,"Hinde Street, Marylebone",60458,PBSC_EBIKE,26m 55s,1615990
132825957,8/1/2023 6:17,1096,"Bayswater Road, Hyde Park",8/1/2023 6:25,3451,"Golden Square, Soho",60502,PBSC_EBIKE,8m 46s,526565
132825958,8/1/2023 6:17,1223,"Buxton Street 1, Shoreditch",8/1/2023 6:38,300243,"Good's Way, King's Cross",58859,CLASSIC,21m 9s,1269066
132825959,8/1/2023 6:17,300002,"Brook Green South, Brook Green",8/1/2023 6:45,972,"Hampstead Road, Euston",58067,CLASSIC,27m 28s,1648295
132825960,8/1/2023 6:17,300095,"Michael Road, Walham Green",8/1/2023 6:47,971,"Godliman Street, St. Paul's",59618,CLASSIC,30m 2s,1802519
132825961,8/1/2023 6:17,3436,"Derry Street, Kensington",8/1/2023 6:21,1220,"Imperial College, Knightsbridge",35794,CLASSIC,3m 23s,203815
132825955,8/1/2023 6:17,300036,"Teversham Lane, Stockwell",8/1/2023 6:41,1150,"Queensway, Kensington Gardens",50120,CLASSIC,24m 55s,1495147
132825956,8/1/2023 6:17,300014,"Falcon Road, Clapham Junction",8/1/2023 6:28,300216,"Gas Holders, Battersea Park",59306,CLASSIC,11m 46s,706553
132825964,8/1/2023 6:18,200209,"Shepherd's Bush Road North, Shepherd's Bush",8/1/2023 6:32,200060,"Drayton Gardens, West Chelsea",54543,CLASSIC,14m 7s,847957
132825965,8/1/2023 6:18,3500,"Baldwin Street, St. Luke's",8/1/2023 6:30,1007,"Drury Lane, Covent Garden",53121,CLASSIC,12m 13s,733847
132825962,8/1/2023 6:18,1165,"Riverlight North, Nine Elms",8/1/2023 6:33,2695,"Cadogan Gardens, Chelsea",50513,CLASSIC,15m 26s,926991
132825963,8/1/2023 6:18,200183,"Battersea Park Road, Nine Elms",8/1/2023 6:41,300220,"Farringdon Street, Holborn",21350,CLASSIC,23m 19s,1399531
132825967,8/1/2023 6:19,2696,"Waterloo Station 1, Waterloo",8/1/2023 6:31,2587,"Wormwood Street, Liverpool Street",59540,CLASSIC,12m 10s,730976
132825968,8/1/2023 6:19,200007,"Holden Street, Battersea",8/1/2023 6:24,300216,"Gas Holders, Battersea Park",59047,CLASSIC,5m 51s,351894
132825969,8/1/2023 6:19,300068,"Humbolt Road, Fulham",8/1/2023 6:46,1166,"Bell Street , Marylebone",59184,CLASSIC,27m 19s,1639776
132825970,8/1/2023 6:19,1077,"Royal London Hospital, Whitechapel",8/1/2023 6:41,974,"Guilford Street , Bloomsbury",59048,CLASSIC,21m 59s,1319816
132825971,8/1/2023 6:19,1016,"Hereford Road, Bayswater",8/1/2023 6:37,1106,"Rampayne Street, Pimlico",30184,CLASSIC,18m 29s,1109658
132825972,8/1/2023 6:19,1227,"Devonshire Terrace, Bayswater",8/1/2023 6:36,1153,"Pall Mall East, West End",21811,CLASSIC,16m 51s,1011368
132825973,8/1/2023 6:19,200127,"East India DLR, Blackwall",8/1/2023 6:30,200022,"Saunders Ness Road, Cubitt Town",54290,CLASSIC,10m 31s,631085
132825974,8/1/2023 6:19,200048,"Page Street, Westminster",8/1/2023 6:23,2703,"Fire Brigade Pier, Vauxhall",56168,CLASSIC,4m 9s,249134
132825975,8/1/2023 6:19,1027,"Warwick Avenue Station, Maida Vale",8/1/2023 6:43,1074,"Newgate Street , St. Paul's",51771,CLASSIC,24m 4s,1444672
132825976,8/1/2023 6:19,1174,"Alderney Street, Pimlico",8/1/2023 6:32,300055,"Stewart's Road, Wandsworth Road",56759,CLASSIC,12m 15s,735093
132825966,8/1/2023 6:19,1173,"Gloucester Terrace, Bayswater",8/1/2023 6:53,1122,"Ashley Place, Victoria",57496,CLASSIC,34m 26s,2066551
132825980,8/1/2023 6:20,200162,"Watney Market, Stepney",8/1/2023 6:33,1049,"Finsbury Leisure Centre, St. Luke's",59862,CLASSIC,13m 34s,814184
132825981,8/1/2023 6:20,300063,"Burgess Park Albany Road, Walworth",8/1/2023 6:34,3449,"Breams Buildings, Holborn",56368,CLASSIC,14m 15s,855107
132825982,8/1/2023 6:20,300048,"Stainsby Road , Poplar",8/1/2023 6:31,200099,"Upper Bank Street, Canary Wharf",59108,CLASSIC,10m 39s,639848
132825983,8/1/2023 6:20,2585,"Orsett Terrace, Bayswater",8/1/2023 6:31,1169,"Grosvenor Crescent, Belgravia",59977,CLASSIC,10m 39s,639340
132825984,8/1/2023 6:20,200210,"Westbridge Road, Battersea",8/1/2023 6:25,200001,"Limerston Street, West Chelsea",55072,CLASSIC,5m 5s,305223
132825985,8/1/2023 6:20,2690,"City Road, Angel",8/1/2023 6:31,999,"Queen Street 1, Bank",53602,CLASSIC,11m 16s,676195
132825986,8/1/2023 6:20,200044,"New Fetter Lane, Holborn",8/1/2023 6:28,2696,"Waterloo Station 1, Waterloo",52998,CLASSIC,7m 43s,463775
132825987,8/1/2023 6:20,300097,"Gwendwr Road, West Kensington",8/1/2023 6:25,200142,"Hammersmith Road, Hammersmith",55621,CLASSIC,5m 12s,312240
132825988,8/1/2023 6:20,300079,"London Street, Paddington",8/1/2023 6:35,200141,"Westfield Ariel Way, White City",58690,CLASSIC,14m 22s,862452
132825989,8/1/2023 6:20,300079,"London Street, Paddington",8/1/2023 6:37,1021,"Bouverie Street, Temple",60612,PBSC_EBIKE,16m 17s,977140
132825977,8/1/2023 6:20,22174,"Granby Street, Shoreditch",8/1/2023 6:25,3430,"Central House, Aldgate",53007,CLASSIC,5m 48s,348278
132825978,8/1/2023 6:20,1090,"Warren Street Station, Euston",8/1/2023 6:25,1199,"The Tennis Courts, The Regent's Park",50298,CLASSIC,5m 0s,300472
132825979,8/1/2023 6:20,1226,"Macclesfield Rd, St Lukes",8/1/2023 6:33,980,"Malet Street, Bloomsbury",50158,CLASSIC,13m 34s,814384
132825991,8/1/2023 6:21,967,"Golden Lane, Barbican",8/1/2023 6:24,1040,"West Smithfield Rotunda, Farringdon",55510,CLASSIC,2m 52s,172508
132825992,8/1/2023 6:21,300213,"Monier Road, Hackney Wick",8/1/2023 6:28,300021,"Podium, Queen Elizabeth Olympic Park",53880,CLASSIC,7m 3s,423318
132825993,8/1/2023 6:21,1160,"Craven Street, Strand",8/1/2023 6:27,1229,"High Holborn , Covent Garden",52533,CLASSIC,6m 11s,371909
132825994,8/1/2023 6:21,200115,"Flamborough Street, Limehouse",8/1/2023 6:46,2696,"Waterloo Station 1, Waterloo",54178,CLASSIC,25m 8s,1508493
132825995,8/1/2023 6:21,300210,"Halford Road, West Kensington",8/1/2023 6:39,2666,"Howick Place, Westminster",54517,CLASSIC,17m 50s,1070127
132825996,8/1/2023 6:21,1094,"Wright's Lane, Kensington",8/1/2023 6:27,1220,"Imperial College, Knightsbridge",59948,CLASSIC,5m 41s,341887
132825997,8/1/2023 6:21,1072,"Waterloo Station 3, Waterloo",8/1/2023 6:29,1074,"Newgate Street , St. Paul's",59465,CLASSIC,8m 17s,497720
132825990,8/1/2023 6:21,1072,"Waterloo Station 3, Waterloo",8/1/2023 6:29,999,"Queen Street 1, Bank",52107,CLASSIC,8m 54s,534480
132825999,8/1/2023 6:22,200027,"Ford Road, Old Ford",8/1/2023 6:30,200250,"Cleveland Way, Stepney",60435,PBSC_EBIKE,8m 0s,480091
132826000,8/1/2023 6:22,200063,"Mexfield Road, East Putney",8/1/2023 6:39,2685,"South Kensington Station, South Kensington",54357,CLASSIC,17m 43s,1063396
132826001,8/1/2023 6:22,999,"Queen Street 1, Bank",8/1/2023 6:33,1151,"Whitehall Place, Strand",59322,CLASSIC,10m 51s,651525
132826002,8/1/2023 6:22,2636,"Prince Albert Road, The Regent's Park",8/1/2023 6:27,1050,"Park Road (Baker Street), The Regent's Park",56699,CLASSIC,5m 19s,319164
132826003,8/1/2023 6:22,1072,"Waterloo Station 3, Waterloo",8/1/2023 6:29,1201,"Bank of England Museum, Bank",61122,PBSC_EBIKE,7m 17s,437159
132826004,8/1/2023 6:22,300247,"Cranmer Road, Stockwell",8/1/2023 6:49,1074,"Newgate Street , St. Paul's",21214,CLASSIC,26m 43s,1603928
132826005,8/1/2023 6:22,300046,"Alma Road, Wandsworth",8/1/2023 6:26,200120,"Grant Road East, Clapham Junction",53421,CLASSIC,3m 59s,239523
132826006,8/1/2023 6:22,300057,"Westbourne Park Road, Portobello",8/1/2023 6:27,200086,"Ilchester Gardens, Bayswater",59145,CLASSIC,4m 29s,269442
132826007,8/1/2023 6:22,1072,"Waterloo Station 3, Waterloo",8/1/2023 6:32,1074,"Newgate Street , St. Paul's",53951,CLASSIC,10m 14s,614934
132826008,8/1/2023 6:22,2692,"Waterloo Station 2, Waterloo",8/1/2023 6:36,1126,"North Audley Street, Mayfair",60582,PBSC_EBIKE,13m 38s,818289
132826009,8/1/2023 6:22,3506,"Stanhope Gate, Mayfair",8/1/2023 6:29,3489,"Broadwick Street, Soho",54922,CLASSIC,6m 50s,410894
132826010,8/1/2023 6:22,200110,"Bishop's Bridge Road West, Bayswater",8/1/2023 6:31,200069,"Knaresborough Place, Earl's Court",60323,PBSC_EBIKE,8m 51s,531030
132826011,8/1/2023 6:22,300024,"Dunston Road , Haggerston",8/1/2023 6:32,200036,"Bell Lane, Liverpool Street",59439,CLASSIC,9m 23s,563877
132826012,8/1/2023 6:22,300213,"Monier Road, Hackney Wick",8/1/2023 6:28,300021,"Podium, Queen Elizabeth Olympic Park",55538,CLASSIC,5m 41s,341749
132826013,8/1/2023 6:22,1051,"Shoreditch Park, Hoxton",8/1/2023 6:31,1092,"Moorfields, Moorgate",58284,CLASSIC,9m 4s,544518
132826014,8/1/2023 6:22,1072,"Waterloo Station 3, Waterloo",8/1/2023 6:29,200094,"St. Bride Street, Holborn",20101,CLASSIC,6m 13s,373808
132826015,8/1/2023 6:22,200219,"Osiers Road, Wandsworth",8/1/2023 6:24,200113,"Smugglers Way, Wandsworth",55911,CLASSIC,1m 46s,106158
132826016,8/1/2023 6:22,1072,"Waterloo Station 3, Waterloo",8/1/2023 6:33,984,"Finsbury Circus, Liverpool Street",57144,CLASSIC,10m 53s,653439
132826017,8/1/2023 6:22,200198,"Seymour Place, Marylebone",8/1/2023 6:34,2681,"Harriet Street, Knightsbridge",61172,PBSC_EBIKE,11m 12s,672181
132826018,8/1/2023 6:22,1150,"Queensway, Kensington Gardens",8/1/2023 6:31,1075,"Hyde Park Corner, Hyde Park",56572,CLASSIC,8m 21s,501949
132826019,8/1/2023 6:22,1001,"West Cromwell Road, Earl's Court",8/1/2023 6:44,3425,"Northington Street , Holborn",21341,CLASSIC,21m 42s,1302524
132825998,8/1/2023 6:22,300088,"Queensdale Road, Shepherd's Bush",8/1/2023 6:27,300101,"Little Brook Green, Brook Green",55683,CLASSIC,5m 55s,355863
132826020,8/1/2023 6:23,1206,"Montpelier Street, Knightsbridge",8/1/2023 6:30,3444,"Penywern Road, Earl's Court",59215,CLASSIC,7m 46s,466473
132826021,8/1/2023 6:23,10624,"Strata, Elephant & Castle",8/1/2023 6:41,3439,"Tavistock Place, Bloomsbury",56625,CLASSIC,18m 24s,1104553
132826022,8/1/2023 6:23,300043,"St. Peter's Terrace, Fulham",8/1/2023 6:28,200081,"Coomer Place, West Kensington",17580,CLASSIC,4m 52s,292873
132826023,8/1/2023 6:23,300079,"London Street, Paddington",8/1/2023 6:26,2693,"Shouldham Street, Marylebone",59493,CLASSIC,3m 31s,211499
132826024,8/1/2023 6:23,200168,"Southern Grove, Bow",8/1/2023 6:37,1045,"Jewry Street, Aldgate",30152,CLASSIC,13m 31s,811275
132826025,8/1/2023 6:23,300010,"Surrey Lane, Battersea",8/1/2023 6:32,300221,"Battersea Power Station, Battersea Park",61125,PBSC_EBIKE,9m 0s,540934
132826026,8/1/2023 6:23,300079,"London Street, Paddington",8/1/2023 6:32,3424,"Broadcasting House, Marylebone",21470,CLASSIC,8m 50s,530527
132826027,8/1/2023 6:23,200219,"Osiers Road, Wandsworth",8/1/2023 6:42,2695,"Cadogan Gardens, Chelsea",53368,CLASSIC,18m 13s,1093616
132826028,8/1/2023 6:24,3505,"Marloes Road, Kensington",8/1/2023 6:33,1002,"Holy Trinity Brompton, Knightsbridge",57240,CLASSIC,9m 35s,575068
132826029,8/1/2023 6:24,200215,"Greyhound Road, Hammersmith",8/1/2023 6:26,300018,"Charing Cross Hospital, Hammersmith",59482,CLASSIC,1m 57s,117925
132826030,8/1/2023 6:24,200118,"Parkway, Camden Town",8/1/2023 6:32,1025,"Bolsover Street, Fitzrovia",58238,CLASSIC,7m 50s,470190
132826031,8/1/2023 6:24,2666,"Howick Place, Westminster",8/1/2023 6:43,1129,"Sun Street, Liverpool Street",60132,PBSC_EBIKE,19m 7s,1147659
132826032,8/1/2023 6:24,22160,"Chelsea Bridge, Pimlico",8/1/2023 6:43,300214,"Blackfriars Road, Southwark",57201,CLASSIC,18m 48s,1128561
